;name;price;noDiscountPrice;Avg_review_outof5;Reviews_amount;link
63;Headphone Earphone Earbud Headphone for School, Classroom, Airplane, Hospital, Students,Kids and Adults- 50 Pack Mixed Colors;$29.99;$29.99;4.6;5;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A08288573HWH344UZDPRR&url=%2FHeadphone-Earphone-Classroom-Airplane-Hospital%2Fdp%2FB096XSHC1H%2Fref%3Dsr_1_31_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-31-spons%26psc%3D1&qualifier=1644665024&id=1667550053805706&widgetName=sp_btf_browse
64;BluetoothWireless Earbuds, Bluetooth 5.0 Earphones, airpod Charging case, Air Buds in-Ear Ear Buds Built-in Mic IPX7 Pop-ups Auto Pairing Apple Android iPhone;$22.99;$22.99;4.6;3,883;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A0229595W2VDYJ4MP0DU&url=%2FBluetoothWireless-Earbuds-Bluetooth-Earphones-Charging%2Fdp%2FB09NDGS8QV%2Fref%3Dsr_1_32_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-32-spons%26psc%3D1%26smid%3DA13XJIPIP81L5L&qualifier=1644665024&id=1667550053805706&widgetName=sp_btf_browse
65;Phiaton C450S in Ear Stereo Earbuds Headphones Wired Earphones with Microphone and Controller, Extreme Bass, Red;$19.99;$19.99;4.0;9;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A0982377P7E44Y1A6HI9&url=%2FPhiaton-Headphones-Earphones-Microphone-Controller%2Fdp%2FB0836DRPHB%2Fref%3Dsr_1_33_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-33-spons%26psc%3D1&qualifier=1644665024&id=1667550053805706&widgetName=sp_btf_browse
66;Califone 2810-TI Tiger Motif Listening First Stereo Headphone (Pack of 6), Adjustable headband comfortable for extended wear, Specifically sized for young children;$90.75;$90.75;4.7;5;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A0925714325CS1A3WTRNY&url=%2FCalifone-2810-TI-Pack-comfortable-Specifically%2Fdp%2FB00JDW42NM%2Fref%3Dsr_1_1_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-1-spons%26psc%3D1&qualifier=1644665024&id=1667550053805706&widgetName=sp_atf_browse
67;Wired Earbuds 5 Pack, Earbuds Headphones with Microphone, Earphones with Heavy Bass Stereo Noise Blocking, Compatible with iPhone and Android Devices, iPad, MP3, Fits All 3.5mm Interface Devices;$12.99;$16.99;4.6;3,219;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A05288623APSM9JCQKX57&url=%2FEarbuds-Headphones-Microphone-Earphones-Compatible%2Fdp%2FB09DGFHKNC%2Fref%3Dsr_1_2_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-2-spons%26psc%3D1%26smid%3DA57D85F2JEJGC&qualifier=1644665024&id=1667550053805706&widgetName=sp_atf_browse
68;Bulk Classroom Headphones (10 Pack) - On-Ear Premium Student Headsets: Perfect for Kids K-12 in Classrooms, Schools & Class Sets (Great Value, Durable, Noise Reducing, Comfortable Fit, Easy to Clean);$99.99;$119.99;4.4;478;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A10103512VYJ7QZ2M27SM&url=%2FBulk-Classroom-Headphones-Classrooms-Comfortable%2Fdp%2FB07L4JFR3Q%2Fref%3Dsr_1_3_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-3-spons%26psc%3D1&qualifier=1644665024&id=1667550053805706&widgetName=sp_atf_browse
69;Apple AirPods (2nd Generation);-;-;4.8;466,771;https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q/ref=sr_1_4?qid=1644665024&rnid=386442011&s=electronics&sr=1-4
70;TOZO T10 Bluetooth 5.0 Wireless Earbuds with Wireless Charging Case IPX8 Waterproof Stereo Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport Black;-;-;4.4;275,363;https://www.amazon.com/TOZO-Bluetooth-Wireless-Headphones-Waterproof/dp/B07J2Z5DBM/ref=sr_1_5?qid=1644665024&rnid=386442011&s=electronics&sr=1-5
71;TOZO T6 True Wireless Earbuds Bluetooth Headphones Touch Control with Wireless Charging Case IPX8 Waterproof Stereo Earphones in-Ear Built-in Mic Headset Premium Deep Bass for Sport Black;-;-;4.4;180,349;https://www.amazon.com/TOZO-T6-Bluetooth-Headphones-Waterproof/dp/B07RGZ5NKS/ref=sr_1_6?qid=1644665024&rnid=386442011&s=electronics&sr=1-6
72;Samsung Galaxy Buds 2 True Wireless Earbuds Noise Cancelling Ambient Sound Bluetooth Lightweight Comfort Fit Touch Control US Version, Graphite;-;-;4.5;4,295;https://www.amazon.com/Wireless-Cancelling-Bluetooth-Lightweight-Graphite/dp/B094242FV1/ref=sr_1_7?qid=1644665024&rnid=386442011&s=electronics&sr=1-7
73;Sony WF-1000XM4 Industry Leading Noise Canceling Truly Wireless Earbud Headphones with Alexa Built-in, Black;$248.00;$279.99;4.4;5,698;https://www.amazon.com/Sony-WF-1000XM4-Industry-Canceling-Headphones/dp/B094C4VDJZ/ref=sr_1_8?qid=1644665024&rnid=386442011&s=electronics&sr=1-8
74;Sony WH-1000XM4 Wireless Industry Leading Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Black;$298.00;$349.99;4.7;28,569;https://www.amazon.com/Sony-WH-1000XM4-Canceling-Headphones-phone-call/dp/B0863TXGM3/ref=sr_1_9?qid=1644665024&rnid=386442011&s=electronics&sr=1-9
75;TOZO A1 Mini Wireless Earbuds Bluetooth 5.0 in Ear Light-Weight Headphones Built-in Microphone, Immersive Premium Sound Long Distance Connection Headset with Charging Case, Black;-;-;4.5;2,292;https://www.amazon.com/TOZO-A1-Light-Weight-Headphones-Microphone/dp/B09FT58QQP/ref=sr_1_10?qid=1644665024&rnid=386442011&s=electronics&sr=1-10
76;Sony ZX Series Wired On-Ear Headphones, Black MDR-ZX110;-;-;4.5;75,836;https://www.amazon.com/Sony-MDRZX110-BLK-Stereo-Headphones/dp/B00NJ2M33I/ref=sr_1_11?qid=1644665024&rnid=386442011&s=electronics&sr=1-11
77;New Bose QuietComfort 45 Bluetooth Wireless Noise Canceling Headphones - Triple Black;$329.00;$329.00;4.6;1,638;https://www.amazon.com/Bose-QuietComfort-45-Bluetooth-Canceling-Headphones/dp/B098FKXT8L/ref=sr_1_12?qid=1644665024&rnid=386442011&s=electronics&sr=1-12
78;Headphones Earphones Wired Stereo Sound Earbuds for iPhone with Microphone and Volume Control, Compatible with iPhone 11/12/13/7//8/X/XS/iPod (White);$9.99;$9.99;4.7;190;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A098415237P950MVX5NJM&url=%2FHeadphones-Earphones-Earbuds-Microphone-Compatible%2Fdp%2FB09Q8N5HMY%2Fref%3Dsr_1_13_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-13-spons%26psc%3D1&qualifier=1644665024&id=1667550053805706&widgetName=sp_mtf_browse
79;JustJamz Basic Pearl White Headphones Disposable Earbuds Earphones for Kids and Adults 100 Pack;$59.99;$59.99;4.5;22;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A00845642XRW30E31N6EH&url=%2FJustJamz-Headphones-Disposable-Earbuds-Earphones%2Fdp%2FB07JBX9MZ5%2Fref%3Dsr_1_14_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-14-spons%26psc%3D1%26smid%3DA14I55LHEM10HH&qualifier=1644665024&id=1667550053805706&widgetName=sp_mtf_browse
80;JAAMIRA Sports Wired Earbuds in-Ear Earphones with Microphone &Volume Control -Bass &Noise Cancelling Over Ear Headphones with 3.5mm Jack -for Android Phone iPhone Computer Gaming Workout IPX4 Blue;$21.99;$21.99;4.2;1,045;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A00636632Y1FFD7X1HVXB&url=%2FJAAMIRA-Earphones-Microphone-Cancelling-Headphones%2Fdp%2FB08H1C8GR1%2Fref%3Dsr_1_15_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-15-spons%26psc%3D1&qualifier=1644665024&id=1667550053805706&widgetName=sp_mtf_browse
81;Sleep Headphones Wireless, Perytong Bluetooth Sports Headband Headphones with Ultra-Thin HD Stereo Speakers Perfect for Sleeping,Workout,Jogging,Yoga,Insomnia, Air Travel, Meditation;-;-;4.4;22,258;https://www.amazon.com/Sleep-Headphones-Perytong-Ultra-Thin-Meditation/dp/B07SHBQY7Z/ref=ice_ac_b_dpb?qid=1644665024&rnid=386442011&s=electronics&sr=1-16
82;SAMSUNG Galaxy Buds Pro, Bluetooth Earbuds, True Wireless, Noise Cancelling, Charging Case, Quality Sound, Water Resistant, Phantom Black (US Version);-;-;4.4;17,190;https://www.amazon.com/Bluetooth-Wireless-Cancelling-Charging-Resistant/dp/B08MWZHHKP/ref=sr_1_17?qid=1644665024&rnid=386442011&s=electronics&sr=1-17
83;SAMSUNG Galaxy Buds Live True Wireless Earbuds US Version Active Noise Cancelling Wireless Charging Case Included, Mystic Black;-;-;4.5;46,696;https://www.amazon.com/Samsung-Wireless-Cancelling-Charging-Included/dp/B089B658NP/ref=sr_1_18?qid=1644665024&rnid=386442011&s=electronics&sr=1-18
84;Bose QuietComfort Noise Cancelling Earbuds - Bluetooth Wireless Earphones, Triple Black, the World's Most Effective Noise Cancelling Earbuds;$279.00;$279.00;4.4;17,642;https://www.amazon.com/Bose-QuietComfort-Noise-Cancelling-Earbuds/dp/B08C4KWM9T/ref=sr_1_19?qid=1644665024&rnid=386442011&s=electronics&sr=1-19
85;OneOdio Wired Over Ear Headphones Studio Monitor & Mixing DJ Stereo Headsets with 50mm Neodymium Drivers and 1/4 to 3.5mm Audio Jack for AMP Computer Recording Phone Piano Guitar Laptop - Black;$31.99;$34.99;4.5;29,415;https://www.amazon.com/OneOdio-Adapter-Free-Headphones-Professional-Telescopic/dp/B01N6ZJH96/ref=sr_1_20?qid=1644665024&rnid=386442011&s=electronics&sr=1-20
86;TAGRY Bluetooth Headphones True Wireless Earbuds 60H Playback LED Power Display Earphones with Wireless Charging Case IPX5 Waterproof in-Ear Earbuds with Mic for TV Smart Phone Computer Laptop Sports;-;-;4.7;2,568;https://www.amazon.com/TAGRY-Bluetooth-Headphones-Earphones-Waterproof/dp/B09DT48V16/ref=sr_1_21?qid=1644665024&rnid=386442011&s=electronics&sr=1-21
87;AfterShokz Aeropex - Open-Ear Bluetooth Bone Conduction Sport Headphones - Sweat Resistant Wireless Earphones for Workouts and Running - Built-in Mic - with Sport Belt;-;-;4.6;26,388;https://www.amazon.com/AfterShokz-Open-Ear-Wireless-Conduction-Headphones/dp/B07RRQ59JR/ref=sr_1_22?qid=1644665024&rnid=386442011&s=electronics&sr=1-22
88;JBL Tune 510BT: Wireless On-Ear Headphones with Purebass Sound - Black;-;-;4.6;5,408;https://www.amazon.com/JBL-Tune-510BT-Ear-Headphones/dp/B08WM3LMJF/ref=sr_1_23?qid=1644665024&rnid=386442011&s=electronics&sr=1-23
89;Sony Noise Cancelling Headphones WHCH710N: Wireless Bluetooth Over the Ear Headset with Mic for Phone-Call, Black;$98.00;$179.99;4.4;14,272;https://www.amazon.com/Sony-Noise-Cancelling-Headphones-WHCH710N/dp/B085RNVJ3P/ref=sr_1_24?qid=1644665024&rnid=386442011&s=electronics&sr=1-24
90;Jabra Elite Active 75t True Wireless Bluetooth Earbuds, Navy – Wireless Earbuds for Running and Sport, Charging Case Included, 24 Hour Battery, Active Noise Cancelling Sport Earbuds;-;-;4.2;23,820;https://www.amazon.com/Jabra-Active-Wireless-Bluetooth-Earbuds/dp/B082Y2KM92/ref=sr_1_25?qid=1644665024&rnid=386442011&s=electronics&sr=1-25
91;TOZO NC2 Hybrid Active Noise Cancelling Wireless Earbuds, in-Ear Detection Headphones, IPX6 Waterproof Bluetooth 5.2 Stereo Earphones, Immersive Sound Premium Deep Bass Headset, Black;-;-;4.3;12,022;https://www.amazon.com/TOZO-Cancelling-Detection-Headphones-Waterproof/dp/B08L7D38ZL/ref=sr_1_26?qid=1644665024&rnid=386442011&s=electronics&sr=1-26
92;OKEEFE Bluetooth Headphones 48Hrs Playback Wireless Earbuds with Wireless Charging Case and Earhooks Over Ear Waterproof Earphones with Mic for Sports Running Workout iOS Android TV Phone Laptop Black;-;-;4.8;631;https://www.amazon.com/OKEEFE-Bluetooth-Headphones-Waterproof-Earphones/dp/B09JGF23V3/ref=sr_1_27?qid=1644665024&rnid=386442011&s=electronics&sr=1-27
93;TOZO T12 Wireless Earbuds Bluetooth Headphones Premium Fidelity Sound Quality Wireless Charging Case Digital LED Intelligence Display IPX8 Waterproof Earphones Built-in Mic Headset for Sport Black;-;-;4.4;47,723;https://www.amazon.com/TOZO-Bluetooth-Headphones-Intelligence-Waterproof/dp/B085DL3KMR/ref=sr_1_28?qid=1644665024&rnid=386442011&s=electronics&sr=1-28
94;Bluetooth Earbuds,Kurdene S8 Wireless Earbuds with Charging Case IPX8 Waterproof Bluetooth Headphones Bass Sound Earphones with Mics Touch Control in-Ear Headset for Sports,Home Black;-;-;4.3;41,908;https://www.amazon.com/Wireless-Bluetooth-Waterproof-Headphones-Android-Black/dp/B085VX9JY7/ref=sr_1_29?qid=1644665024&rnid=386442011&s=electronics&sr=1-29
95;Jabra Evolve 65 MS Wireless Headset, Stereo – Includes Link 370 USB Adapter – Bluetooth Headset with Industry-Leading Wireless Performance, Advanced Noise-Cancelling Microphone, All Day Battery;-;-;4.3;6,897;https://www.amazon.com/Jabra-Evolve-Stereo-Link-Communication/dp/B00ODRSN0A/ref=sr_1_30?qid=1644665024&rnid=386442011&s=electronics&sr=1-30
96;Headphone Earphone Earbud Headphone for School, Classroom, Airplane, Hospital, Students,Kids and Adults- 50 Pack Mixed Colors;$29.99;$29.99;4.6;5;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A08288573HWH344UZDPRR&url=%2FHeadphone-Earphone-Classroom-Airplane-Hospital%2Fdp%2FB096XSHC1H%2Fref%3Dsr_1_31_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-31-spons%26psc%3D1&qualifier=1644665024&id=1667550053805706&widgetName=sp_btf_browse
97;BluetoothWireless Earbuds, Bluetooth 5.0 Earphones, airpod Charging case, Air Buds in-Ear Ear Buds Built-in Mic IPX7 Pop-ups Auto Pairing Apple Android iPhone;$22.99;$22.99;4.6;3,883;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A0229595W2VDYJ4MP0DU&url=%2FBluetoothWireless-Earbuds-Bluetooth-Earphones-Charging%2Fdp%2FB09NDGS8QV%2Fref%3Dsr_1_32_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-32-spons%26psc%3D1%26smid%3DA13XJIPIP81L5L&qualifier=1644665024&id=1667550053805706&widgetName=sp_btf_browse
98;Phiaton C450S in Ear Stereo Earbuds Headphones Wired Earphones with Microphone and Controller, Extreme Bass, Red;$19.99;$19.99;4.0;9;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A0982377P7E44Y1A6HI9&url=%2FPhiaton-Headphones-Earphones-Microphone-Controller%2Fdp%2FB0836DRPHB%2Fref%3Dsr_1_33_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-33-spons%26psc%3D1&qualifier=1644665024&id=1667550053805706&widgetName=sp_btf_browse
99;Califone 2810-TI Tiger Motif Listening First Stereo Headphone (Pack of 6), Adjustable headband comfortable for extended wear, Specifically sized for young children;$90.75;$90.75;4.7;5;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A0925714325CS1A3WTRNY&url=%2FCalifone-2810-TI-Pack-comfortable-Specifically%2Fdp%2FB00JDW42NM%2Fref%3Dsr_1_1_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-1-spons%26psc%3D1&qualifier=1644665024&id=1667550053805706&widgetName=sp_atf_browse
100;Wired Earbuds 5 Pack, Earbuds Headphones with Microphone, Earphones with Heavy Bass Stereo Noise Blocking, Compatible with iPhone and Android Devices, iPad, MP3, Fits All 3.5mm Interface Devices;$12.99;$16.99;4.6;3,219;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A05288623APSM9JCQKX57&url=%2FEarbuds-Headphones-Microphone-Earphones-Compatible%2Fdp%2FB09DGFHKNC%2Fref%3Dsr_1_2_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-2-spons%26psc%3D1%26smid%3DA57D85F2JEJGC&qualifier=1644665024&id=1667550053805706&widgetName=sp_atf_browse
101;Bulk Classroom Headphones (10 Pack) - On-Ear Premium Student Headsets: Perfect for Kids K-12 in Classrooms, Schools & Class Sets (Great Value, Durable, Noise Reducing, Comfortable Fit, Easy to Clean);$99.99;$119.99;4.4;478;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A10103512VYJ7QZ2M27SM&url=%2FBulk-Classroom-Headphones-Classrooms-Comfortable%2Fdp%2FB07L4JFR3Q%2Fref%3Dsr_1_3_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-3-spons%26psc%3D1&qualifier=1644665024&id=1667550053805706&widgetName=sp_atf_browse
102;Apple AirPods (2nd Generation);-;-;4.8;466,771;https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q/ref=sr_1_4?qid=1644665024&rnid=386442011&s=electronics&sr=1-4
103;TOZO T10 Bluetooth 5.0 Wireless Earbuds with Wireless Charging Case IPX8 Waterproof Stereo Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport Black;-;-;4.4;275,363;https://www.amazon.com/TOZO-Bluetooth-Wireless-Headphones-Waterproof/dp/B07J2Z5DBM/ref=sr_1_5?qid=1644665024&rnid=386442011&s=electronics&sr=1-5
104;TOZO T6 True Wireless Earbuds Bluetooth Headphones Touch Control with Wireless Charging Case IPX8 Waterproof Stereo Earphones in-Ear Built-in Mic Headset Premium Deep Bass for Sport Black;-;-;4.4;180,349;https://www.amazon.com/TOZO-T6-Bluetooth-Headphones-Waterproof/dp/B07RGZ5NKS/ref=sr_1_6?qid=1644665024&rnid=386442011&s=electronics&sr=1-6
105;Samsung Galaxy Buds 2 True Wireless Earbuds Noise Cancelling Ambient Sound Bluetooth Lightweight Comfort Fit Touch Control US Version, Graphite;-;-;4.5;4,295;https://www.amazon.com/Wireless-Cancelling-Bluetooth-Lightweight-Graphite/dp/B094242FV1/ref=sr_1_7?qid=1644665024&rnid=386442011&s=electronics&sr=1-7
106;Sony WF-1000XM4 Industry Leading Noise Canceling Truly Wireless Earbud Headphones with Alexa Built-in, Black;$248.00;$279.99;4.4;5,698;https://www.amazon.com/Sony-WF-1000XM4-Industry-Canceling-Headphones/dp/B094C4VDJZ/ref=sr_1_8?qid=1644665024&rnid=386442011&s=electronics&sr=1-8
107;Sony WH-1000XM4 Wireless Industry Leading Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Black;$298.00;$349.99;4.7;28,569;https://www.amazon.com/Sony-WH-1000XM4-Canceling-Headphones-phone-call/dp/B0863TXGM3/ref=sr_1_9?qid=1644665024&rnid=386442011&s=electronics&sr=1-9
108;TOZO A1 Mini Wireless Earbuds Bluetooth 5.0 in Ear Light-Weight Headphones Built-in Microphone, Immersive Premium Sound Long Distance Connection Headset with Charging Case, Black;-;-;4.5;2,292;https://www.amazon.com/TOZO-A1-Light-Weight-Headphones-Microphone/dp/B09FT58QQP/ref=sr_1_10?qid=1644665024&rnid=386442011&s=electronics&sr=1-10
109;Sony ZX Series Wired On-Ear Headphones, Black MDR-ZX110;-;-;4.5;75,836;https://www.amazon.com/Sony-MDRZX110-BLK-Stereo-Headphones/dp/B00NJ2M33I/ref=sr_1_11?qid=1644665024&rnid=386442011&s=electronics&sr=1-11
110;New Bose QuietComfort 45 Bluetooth Wireless Noise Canceling Headphones - Triple Black;$329.00;$329.00;4.6;1,638;https://www.amazon.com/Bose-QuietComfort-45-Bluetooth-Canceling-Headphones/dp/B098FKXT8L/ref=sr_1_12?qid=1644665024&rnid=386442011&s=electronics&sr=1-12
111;Headphones Earphones Wired Stereo Sound Earbuds for iPhone with Microphone and Volume Control, Compatible with iPhone 11/12/13/7//8/X/XS/iPod (White);$9.99;$9.99;4.7;190;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A098415237P950MVX5NJM&url=%2FHeadphones-Earphones-Earbuds-Microphone-Compatible%2Fdp%2FB09Q8N5HMY%2Fref%3Dsr_1_13_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-13-spons%26psc%3D1&qualifier=1644665024&id=1667550053805706&widgetName=sp_mtf_browse
112;JustJamz Basic Pearl White Headphones Disposable Earbuds Earphones for Kids and Adults 100 Pack;$59.99;$59.99;4.5;22;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A00845642XRW30E31N6EH&url=%2FJustJamz-Headphones-Disposable-Earbuds-Earphones%2Fdp%2FB07JBX9MZ5%2Fref%3Dsr_1_14_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-14-spons%26psc%3D1%26smid%3DA14I55LHEM10HH&qualifier=1644665024&id=1667550053805706&widgetName=sp_mtf_browse
113;JAAMIRA Sports Wired Earbuds in-Ear Earphones with Microphone &Volume Control -Bass &Noise Cancelling Over Ear Headphones with 3.5mm Jack -for Android Phone iPhone Computer Gaming Workout IPX4 Blue;$21.99;$21.99;4.2;1,045;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_electronics-intl-ship_sr_pg1_1?ie=UTF8&adId=A00636632Y1FFD7X1HVXB&url=%2FJAAMIRA-Earphones-Microphone-Cancelling-Headphones%2Fdp%2FB08H1C8GR1%2Fref%3Dsr_1_15_sspa%3Fqid%3D1644665024%26rnid%3D386442011%26s%3Delectronics%26sr%3D1-15-spons%26psc%3D1&qualifier=1644665024&id=1667550053805706&widgetName=sp_mtf_browse
114;Sleep Headphones Wireless, Perytong Bluetooth Sports Headband Headphones with Ultra-Thin HD Stereo Speakers Perfect for Sleeping,Workout,Jogging,Yoga,Insomnia, Air Travel, Meditation;-;-;4.4;22,258;https://www.amazon.com/Sleep-Headphones-Perytong-Ultra-Thin-Meditation/dp/B07SHBQY7Z/ref=ice_ac_b_dpb?qid=1644665024&rnid=386442011&s=electronics&sr=1-16
115;SAMSUNG Galaxy Buds Pro, Bluetooth Earbuds, True Wireless, Noise Cancelling, Charging Case, Quality Sound, Water Resistant, Phantom Black (US Version);-;-;4.4;17,190;https://www.amazon.com/Bluetooth-Wireless-Cancelling-Charging-Resistant/dp/B08MWZHHKP/ref=sr_1_17?qid=1644665024&rnid=386442011&s=electronics&sr=1-17
116;SAMSUNG Galaxy Buds Live True Wireless Earbuds US Version Active Noise Cancelling Wireless Charging Case Included, Mystic Black;-;-;4.5;46,696;https://www.amazon.com/Samsung-Wireless-Cancelling-Charging-Included/dp/B089B658NP/ref=sr_1_18?qid=1644665024&rnid=386442011&s=electronics&sr=1-18
117;Bose QuietComfort Noise Cancelling Earbuds - Bluetooth Wireless Earphones, Triple Black, the World's Most Effective Noise Cancelling Earbuds;$279.00;$279.00;4.4;17,642;https://www.amazon.com/Bose-QuietComfort-Noise-Cancelling-Earbuds/dp/B08C4KWM9T/ref=sr_1_19?qid=1644665024&rnid=386442011&s=electronics&sr=1-19
118;OneOdio Wired Over Ear Headphones Studio Monitor & Mixing DJ Stereo Headsets with 50mm Neodymium Drivers and 1/4 to 3.5mm Audio Jack for AMP Computer Recording Phone Piano Guitar Laptop - Black;$31.99;$34.99;4.5;29,415;https://www.amazon.com/OneOdio-Adapter-Free-Headphones-Professional-Telescopic/dp/B01N6ZJH96/ref=sr_1_20?qid=1644665024&rnid=386442011&s=electronics&sr=1-20
119;TAGRY Bluetooth Headphones True Wireless Earbuds 60H Playback LED Power Display Earphones with Wireless Charging Case IPX5 Waterproof in-Ear Earbuds with Mic for TV Smart Phone Computer Laptop Sports;-;-;4.7;2,568;https://www.amazon.com/TAGRY-Bluetooth-Headphones-Earphones-Waterproof/dp/B09DT48V16/ref=sr_1_21?qid=1644665024&rnid=386442011&s=electronics&sr=1-21
120;AfterShokz Aeropex - Open-Ear Bluetooth Bone Conduction Sport Headphones - Sweat Resistant Wireless Earphones for Workouts and Running - Built-in Mic - with Sport Belt;-;-;4.6;26,388;https://www.amazon.com/AfterShokz-Open-Ear-Wireless-Conduction-Headphones/dp/B07RRQ59JR/ref=sr_1_22?qid=1644665024&rnid=386442011&s=electronics&sr=1-22
121;JBL Tune 510BT: Wireless On-Ear Headphones with Purebass Sound - Black;-;-;4.6;5,408;https://www.amazon.com/JBL-Tune-510BT-Ear-Headphones/dp/B08WM3LMJF/ref=sr_1_23?qid=1644665024&rnid=386442011&s=electronics&sr=1-23
122;Sony Noise Cancelling Headphones WHCH710N: Wireless Bluetooth Over the Ear Headset with Mic for Phone-Call, Black;$98.00;$179.99;4.4;14,272;https://www.amazon.com/Sony-Noise-Cancelling-Headphones-WHCH710N/dp/B085RNVJ3P/ref=sr_1_24?qid=1644665024&rnid=386442011&s=electronics&sr=1-24
123;Jabra Elite Active 75t True Wireless Bluetooth Earbuds, Navy – Wireless Earbuds for Running and Sport, Charging Case Included, 24 Hour Battery, Active Noise Cancelling Sport Earbuds;-;-;4.2;23,820;https://www.amazon.com/Jabra-Active-Wireless-Bluetooth-Earbuds/dp/B082Y2KM92/ref=sr_1_25?qid=1644665024&rnid=386442011&s=electronics&sr=1-25
124;TOZO NC2 Hybrid Active Noise Cancelling Wireless Earbuds, in-Ear Detection Headphones, IPX6 Waterproof Bluetooth 5.2 Stereo Earphones, Immersive Sound Premium Deep Bass Headset, Black;-;-;4.3;12,022;https://www.amazon.com/TOZO-Cancelling-Detection-Headphones-Waterproof/dp/B08L7D38ZL/ref=sr_1_26?qid=1644665024&rnid=386442011&s=electronics&sr=1-26
